"","Age","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","dum_Gender","dum_Customer","dum_Class","dum_satisfaction"
"75321",10,1400,2,1,2,4,4,2,4,4,4,5,4,3,3,4,0,0,1,1,2,0
"75325",34,757,2,5,2,3,4,2,4,4,5,5,5,4,4,4,0,0,0,1,0,0
"75327",43,409,3,4,3,3,5,3,5,5,3,4,5,3,4,5,3,1,1,1,0,0
"75329",56,304,3,3,3,1,3,3,1,3,2,3,5,5,5,3,7,0,1,1,0,0
"75341",8,804,4,2,4,3,5,4,5,5,3,2,3,2,4,5,0,0,1,1,1,1
"75345",53,1972,5,1,5,3,1,1,1,1,2,1,1,1,3,1,3,0,1,1,1,1
"75356",69,209,3,4,3,3,3,3,2,3,4,4,5,4,5,3,0,0,1,1,0,0
"75359",53,325,1,3,1,2,3,1,4,3,3,1,3,4,3,3,0,0,0,1,1,0
"75362",10,372,4,2,4,3,2,4,2,2,2,4,2,3,4,2,0,0,0,1,0,0
"75368",47,164,2,4,2,2,4,2,4,4,4,2,5,4,4,4,0,0,1,1,0,0
"75370",67,315,4,5,4,2,4,5,4,2,2,4,2,2,2,1,0,0,0,1,0,0
"75376",20,551,2,3,2,3,2,2,2,2,4,4,3,1,2,2,9,3,1,1,0,0
"75380",34,954,4,3,4,5,1,4,1,1,4,2,1,4,1,1,0,0,1,1,0,0
"75384",40,725,3,5,4,3,4,4,4,4,2,2,3,1,5,4,4,0,0,1,0,0
"75390",16,544,1,2,1,4,5,1,5,5,1,1,3,2,3,5,0,0,1,1,0,0
"75392",32,1500,4,2,4,2,1,4,1,1,2,5,3,1,2,1,0,0,0,1,0,0
"75393",48,689,1,5,1,1,5,1,5,5,5,5,5,3,4,5,0,0,1,1,0,0
"75394",41,728,4,2,4,3,2,4,2,2,3,3,2,4,3,2,0,0,1,1,0,0
"75402",19,1076,2,5,3,5,5,3,5,5,5,4,5,4,5,5,0,0,1,1,0,0
"75412",35,646,2,1,2,2,5,2,2,2,2,2,2,1,2,2,0,0,0,1,2,0
"75425",60,746,2,5,2,1,2,4,4,3,3,2,3,5,3,5,1,0,0,1,0,0
"75428",51,366,3,1,3,3,3,3,2,5,5,3,5,3,5,2,0,0,0,1,0,0
"75439",10,1045,1,4,1,3,4,1,4,4,3,2,5,4,5,4,0,0,1,1,0,0
"75464",31,227,2,3,2,3,1,2,1,1,4,1,3,1,4,1,3,2,1,1,0,0
"75465",20,528,2,5,2,2,3,2,1,3,1,5,4,5,5,3,0,0,0,1,0,0
"75468",23,533,3,4,4,4,2,4,2,2,3,3,5,5,5,2,0,0,0,1,1,0
"75474",38,977,4,2,5,4,4,5,4,4,4,3,3,2,4,4,0,0,0,1,0,0
"75480",49,1460,2,4,2,3,2,2,2,2,5,2,3,4,4,2,6,1,1,1,0,0
"75484",27,937,4,3,4,4,1,4,1,1,2,3,3,1,3,1,0,0,0,1,1,1
"75493",16,387,2,4,2,3,3,2,3,3,4,5,5,5,5,3,0,0,0,1,0,0
"75495",19,1085,4,4,4,1,4,4,4,4,4,4,5,3,5,4,1,12,1,1,0,0
"75503",42,733,4,3,4,3,1,4,1,1,1,1,2,5,3,1,0,0,1,1,1,1
"75504",18,1303,3,2,3,3,5,3,3,5,1,3,3,3,3,5,0,0,0,1,1,0
"75508",50,667,2,4,2,4,4,5,5,4,4,2,4,5,4,5,0,0,0,1,0,0
"75510",37,419,3,1,3,3,1,3,1,1,4,2,3,2,3,1,0,0,0,1,1,0
"75522",61,261,3,4,3,4,5,3,4,1,1,3,1,1,1,2,0,0,0,1,0,0
"75530",20,135,2,3,2,4,4,2,4,4,1,1,4,1,4,4,0,0,1,1,0,0
"75534",58,446,3,5,3,1,4,4,4,1,1,3,1,4,1,5,0,0,0,1,0,0
"75537",69,2583,4,5,4,4,4,4,2,4,5,5,4,2,5,4,12,6,1,1,0,0
"75542",61,594,4,5,4,1,2,4,4,3,3,4,2,1,3,1,0,3,0,1,0,0
"75548",42,362,2,5,2,4,3,2,3,3,5,4,5,5,4,3,6,0,1,1,0,0
"75551",24,2296,2,5,1,4,1,1,1,1,5,2,3,4,4,1,20,0,1,1,0,0
"75554",25,67,2,5,2,2,5,2,1,5,4,5,5,5,5,5,9,8,1,1,0,0
"75557",64,1608,1,5,1,3,2,1,2,2,3,5,4,4,4,2,0,0,1,1,0,0
"75558",32,429,3,4,3,1,2,3,2,2,5,5,3,5,2,2,0,5,0,1,0,0
"75561",29,834,3,4,3,3,1,3,1,1,4,4,5,5,5,1,0,0,1,1,0,0
"75572",8,325,3,4,3,3,2,3,2,2,5,1,1,5,3,2,0,0,0,1,0,0
"75573",21,405,4,4,4,5,3,4,1,3,4,3,4,4,4,3,7,0,0,1,0,0
"75575",61,1035,3,5,3,2,3,3,3,3,5,3,5,3,4,3,7,0,1,1,0,0
"75579",14,2288,4,2,5,4,5,2,2,1,1,4,4,2,2,2,0,5,0,1,0,1
"75581",56,1242,3,5,3,3,4,3,4,4,3,2,4,5,4,4,0,3,1,1,0,0
"75589",55,737,1,5,1,5,2,5,5,1,1,1,3,5,1,4,0,0,0,1,2,0
"75590",17,2405,3,4,3,4,2,3,2,2,3,2,3,1,4,2,0,0,1,1,1,0
"75594",23,2586,2,2,2,4,5,2,5,5,1,3,4,1,4,5,0,0,1,1,0,0
"75597",26,255,2,4,2,4,3,2,3,3,5,3,1,1,5,3,1,0,1,1,2,0
"75604",8,997,4,3,4,3,1,4,1,1,4,1,5,2,1,1,10,0,0,1,0,0
"75605",27,236,4,5,4,3,5,4,3,5,5,3,1,1,4,5,3,0,0,1,1,0
"75615",55,446,2,5,2,1,5,4,5,2,2,2,2,3,2,3,0,0,0,1,0,0
"75622",54,247,3,5,3,3,1,3,1,1,4,3,4,4,4,1,6,3,1,1,0,0
"75625",10,216,1,2,1,4,1,1,1,1,2,4,3,1,3,1,0,2,1,1,0,0
"75632",67,836,4,4,4,3,3,4,5,3,4,2,3,2,4,3,10,7,1,1,0,0
"75633",65,930,4,4,4,4,1,4,1,1,3,4,4,5,5,1,0,0,1,1,0,1
"75634",13,569,5,3,5,1,2,5,1,2,5,4,4,1,1,2,0,0,0,1,0,1
"75636",68,639,3,5,3,4,5,5,5,4,4,3,4,4,4,3,0,0,0,1,0,0
"75639",63,1065,3,5,4,5,3,4,3,3,5,4,5,4,4,3,1,0,1,1,0,0
"75641",55,227,2,4,2,4,5,5,5,4,4,2,4,4,4,3,4,0,0,1,1,0
"75642",29,192,4,5,4,4,2,4,5,2,3,3,4,5,4,2,0,2,0,1,0,0
"75644",36,1164,5,4,4,3,1,4,1,1,4,2,3,3,4,1,1,0,0,1,0,1
"75654",55,605,3,4,3,1,3,3,4,3,3,5,5,3,4,3,0,0,1,1,0,0
"75655",47,1136,2,1,2,2,4,2,4,4,1,5,1,3,2,4,0,4,1,1,0,0
"75662",41,1192,2,4,2,3,3,2,3,3,4,1,3,4,4,3,2,0,0,1,0,0
"75667",59,404,3,1,3,3,2,3,4,5,5,3,5,3,5,3,0,0,0,1,1,0
"75673",13,2704,3,5,3,1,5,3,5,5,3,3,1,2,1,5,27,0,1,1,1,0
"75675",51,299,2,5,2,2,5,2,5,5,4,4,5,5,4,5,7,8,1,1,0,0
"75682",68,110,1,3,1,1,3,2,4,3,3,1,4,5,3,4,0,0,0,1,0,0
"75684",49,679,4,2,4,3,2,4,2,2,1,4,2,2,3,2,0,0,1,1,1,1
"75686",21,1947,2,1,2,3,5,2,2,5,1,1,3,3,4,5,0,0,0,1,0,0
"75687",35,1205,1,2,1,4,5,1,5,5,4,3,3,2,4,5,0,0,0,1,0,0
"75698",8,835,1,5,1,1,2,1,2,2,3,5,5,3,4,2,0,0,0,1,0,0
"75705",20,888,3,5,3,2,2,3,2,2,4,3,5,4,5,2,0,0,0,1,0,0
"75713",10,181,4,2,4,3,5,4,5,5,4,3,4,4,4,5,0,0,0,1,0,0
"75724",56,1721,4,5,5,4,5,5,4,2,2,5,2,3,2,4,0,0,0,1,0,0
"75726",68,1084,4,5,3,1,5,4,5,4,4,3,4,4,4,4,0,0,0,1,0,0
"75738",47,867,2,1,2,4,5,3,3,2,2,2,2,1,2,4,1,7,0,1,0,0
"75740",8,236,3,5,3,4,3,3,3,3,3,5,4,4,5,3,5,0,1,1,0,0
"75741",54,101,2,3,2,5,1,5,3,4,4,2,4,1,4,2,0,0,0,1,0,0
"75744",57,978,2,4,2,4,5,2,3,5,3,5,5,3,4,5,0,9,1,1,0,0
"75746",60,1121,1,4,1,2,4,1,4,4,5,5,4,4,5,4,0,0,1,1,0,0
"75747",58,495,3,1,3,2,2,2,2,3,3,3,2,4,3,4,0,0,0,1,0,0
"75748",57,936,2,5,2,1,5,2,5,5,3,5,4,4,5,5,0,3,1,1,0,0
"75750",44,1865,3,3,3,3,5,3,5,5,3,5,4,1,4,5,0,0,1,1,0,0
"75751",19,502,4,4,4,5,2,4,1,2,5,2,4,5,4,2,4,0,1,1,0,0
"75753",51,761,2,4,2,2,4,4,5,3,3,2,3,4,3,5,1,0,0,1,0,0
"75755",9,235,3,4,3,5,2,3,2,2,4,2,5,5,4,2,0,0,1,1,0,0
"75756",46,1931,3,4,3,1,2,3,2,2,3,5,3,5,4,2,0,0,1,1,0,0
"75757",26,646,2,5,2,4,5,2,3,5,1,1,5,3,5,5,0,0,1,1,1,0
"75760",67,888,3,4,3,3,5,5,4,5,5,3,5,4,5,5,8,2,0,1,1,0
"75762",52,631,2,3,2,3,3,3,4,5,5,2,5,5,5,4,0,1,0,1,2,0
"75767",52,351,1,3,1,4,2,1,2,2,3,2,3,3,4,2,0,11,1,1,0,0
"75768",63,725,4,4,5,5,2,1,4,3,3,5,5,4,3,5,3,0,0,1,0,0
"75771",13,444,2,5,2,1,3,2,3,3,3,5,5,4,5,3,0,1,1,1,0,0
"75774",12,177,4,5,4,1,3,4,3,3,4,4,5,3,4,3,0,6,1,1,0,0
"75777",27,918,4,4,4,2,2,4,2,2,5,5,5,3,5,2,0,0,1,1,0,0
"75778",37,191,1,4,1,5,2,1,2,2,5,3,5,4,4,2,0,0,1,1,1,0
"75781",43,522,2,4,2,3,5,2,5,5,5,2,5,5,4,5,0,0,1,1,1,0
"75789",9,1598,1,4,1,3,4,1,2,4,3,5,5,4,5,4,0,0,1,1,0,0
"75793",40,157,3,5,3,2,1,3,1,1,5,2,5,5,4,1,0,0,1,1,0,0
"75794",51,972,1,4,1,2,1,1,1,1,4,4,5,3,5,1,5,0,1,1,0,0
"75807",58,102,4,4,4,4,4,1,5,1,1,4,1,3,1,2,0,0,0,1,1,0
"75808",17,1173,3,4,3,3,4,3,4,4,4,3,5,4,5,4,0,0,1,1,0,0
"75811",15,462,3,5,4,3,2,4,2,2,3,4,5,5,5,2,0,0,0,1,0,0
"75813",33,296,2,5,3,3,3,3,3,3,5,3,4,4,4,3,0,0,1,1,0,0
"75818",36,423,3,4,3,4,3,3,3,3,4,5,4,4,5,3,0,0,0,1,0,0
"75822",21,425,2,4,2,3,3,2,5,3,3,4,4,1,4,3,0,0,0,1,1,0
"75824",21,391,2,5,2,1,3,2,1,3,5,5,4,5,5,3,2,0,0,1,0,0
"75825",54,817,2,2,2,4,2,2,2,2,1,4,3,2,4,2,0,0,1,1,0,0
"75829",64,304,4,5,4,4,2,4,2,2,2,1,3,3,2,2,0,0,1,1,0,1
"75831",44,933,2,4,1,1,3,4,4,5,5,1,5,4,5,5,1,0,0,1,0,0
"75832",48,1145,2,1,2,3,2,4,4,4,4,2,4,3,4,1,0,5,0,1,0,0
"75834",63,1262,2,1,2,1,2,2,1,2,4,5,2,1,1,2,0,0,1,1,0,0
"75837",53,1222,5,3,5,3,2,5,4,2,1,2,4,1,4,2,0,0,1,1,0,1
"75840",27,1167,1,5,1,1,3,1,3,3,5,5,5,5,4,3,0,0,0,1,0,0
"75844",7,236,1,5,1,4,3,1,3,3,2,2,1,3,4,3,0,0,0,1,0,0
"75845",19,283,2,4,2,1,1,2,2,1,1,4,5,2,5,1,0,0,1,1,0,0
"75846",36,987,3,4,2,2,2,2,2,2,5,2,4,3,4,2,0,0,0,1,0,0
"75857",40,2588,4,5,4,4,4,5,5,3,4,5,5,5,4,5,0,0,1,1,0,1
"75861",52,666,4,4,4,4,2,3,3,4,4,4,4,5,4,3,0,10,0,1,2,0
"75869",36,130,4,4,4,3,4,4,4,4,3,3,3,4,4,4,2,0,0,1,0,1
"75870",64,2504,3,4,3,3,3,2,4,2,2,3,2,1,2,1,0,0,0,1,0,0
"75871",59,563,5,4,5,5,3,5,2,3,3,4,4,5,5,3,2,3,1,1,0,1
"75875",25,599,3,5,4,3,5,4,5,5,2,5,1,5,4,5,0,0,1,1,0,0
"75889",26,414,1,5,1,1,1,1,1,1,4,3,1,3,3,1,7,3,1,1,0,0
"75891",46,447,2,4,2,2,3,3,1,3,3,2,3,4,3,3,0,0,0,1,0,0
"75892",13,406,2,4,2,2,2,2,2,2,5,5,4,5,4,2,1,0,1,1,1,0
"75902",24,529,2,4,2,2,4,2,4,4,4,3,4,4,4,4,0,0,1,1,0,0
"75903",8,528,3,4,3,3,3,3,3,3,4,3,5,5,4,3,0,11,0,1,0,0
"75908",66,1276,3,5,3,1,5,3,5,5,4,2,3,5,4,5,0,0,1,1,0,0
"75911",15,395,3,4,3,2,5,3,4,5,5,2,1,2,3,5,0,0,0,1,2,0
"75912",60,1475,1,5,1,3,2,5,4,1,1,1,1,5,1,4,0,0,0,1,1,0
"75937",16,957,5,5,4,1,5,4,5,5,5,5,5,5,4,5,0,0,1,1,0,1
"75950",10,2704,2,3,2,4,3,2,3,3,1,5,4,3,3,3,1,0,0,1,0,0
"75955",39,645,3,4,3,2,4,3,3,4,3,3,4,3,4,4,0,0,0,1,0,0
"75959",46,594,4,5,3,4,5,3,5,5,2,3,5,4,4,5,0,0,1,1,1,0
"75970",48,1076,3,2,3,3,3,4,3,5,5,3,5,3,5,3,0,0,0,1,1,0
"75978",28,110,2,1,2,3,4,2,4,4,4,1,4,2,3,4,0,0,0,1,0,0
"75984",55,2367,2,5,1,4,3,4,5,5,5,1,5,3,5,4,0,0,0,1,0,0
"75994",56,440,2,5,2,2,3,4,5,2,2,2,2,3,2,5,10,1,0,1,0,0
"75998",60,621,4,4,4,2,2,5,4,4,4,4,4,3,4,4,10,5,0,1,0,0
"75999",16,2248,3,3,3,4,2,3,4,2,1,4,5,2,5,2,0,0,0,1,1,0
"76000",46,867,4,3,4,4,4,4,4,4,1,5,4,3,4,4,0,0,1,1,0,0
"76008",64,2133,5,2,5,4,2,4,4,1,1,5,1,1,1,4,8,0,0,1,0,1
"76011",8,326,3,1,3,3,1,3,1,1,1,4,2,1,4,1,0,0,0,1,0,0
"76012",23,809,2,5,2,5,1,2,1,1,1,5,4,1,5,1,0,0,0,1,0,0
"76013",68,1076,2,4,2,3,5,5,4,3,3,2,3,4,3,5,0,0,0,1,0,0
"76014",53,1133,2,4,2,1,5,2,5,5,4,5,3,4,5,5,0,0,1,1,0,0
"76015",31,1440,4,4,3,1,3,3,3,3,3,5,3,4,4,3,0,0,0,1,2,0
"76016",57,888,4,4,4,4,2,4,4,2,4,3,5,4,5,2,2,8,1,1,1,0
"76017",50,306,3,2,3,4,5,3,3,5,4,5,3,1,3,5,0,0,1,1,0,0
"76020",36,489,2,4,2,1,5,2,5,5,4,4,4,4,4,5,4,9,0,1,0,0
"76022",68,157,5,4,5,2,4,4,5,4,4,5,4,3,4,3,0,0,0,1,1,1
"76024",46,789,3,5,3,3,1,3,1,1,5,5,4,4,4,1,0,0,1,1,0,0
"76028",50,419,3,2,3,2,4,3,3,4,4,3,4,4,4,2,0,0,0,1,0,0
"76029",39,907,3,4,3,4,2,3,2,2,4,3,4,3,5,2,0,0,1,1,0,0
"76038",12,163,3,3,3,3,4,3,4,4,3,4,5,3,3,4,0,0,0,1,0,0
"76040",44,957,2,5,2,2,4,2,4,4,5,2,5,4,5,4,0,0,1,1,0,0
"76041",26,612,3,5,3,4,4,3,4,4,3,4,3,2,4,4,5,0,1,1,0,0
"76045",66,1874,3,3,3,4,3,3,2,3,2,4,4,2,4,3,8,0,1,1,0,0
"76049",17,2994,1,4,1,3,4,1,4,4,4,5,4,5,5,4,0,0,0,1,0,0
"76052",14,491,1,2,2,3,1,2,1,1,2,2,4,1,3,1,0,0,0,1,0,0
"76054",42,356,4,3,4,3,1,3,3,5,5,4,5,2,5,1,0,0,0,1,0,0
"76056",14,591,3,4,3,3,4,3,1,4,1,5,2,3,3,4,20,8,1,1,0,0
"76059",57,403,3,5,3,3,5,3,2,5,3,5,4,4,4,5,0,0,1,1,1,0
"76060",24,679,3,5,3,3,1,3,1,1,3,2,4,5,5,1,0,0,1,1,0,0
"76061",31,604,3,4,3,3,2,3,2,2,5,3,4,3,5,2,0,0,1,1,0,0
"76063",25,438,1,4,3,4,5,3,4,5,5,2,2,5,2,5,0,0,1,1,0,0
"76064",54,787,5,4,5,4,4,5,1,4,4,5,4,3,4,4,4,2,1,1,0,1
"76069",44,2133,3,3,3,3,1,4,3,2,2,3,2,3,2,1,4,0,0,1,0,0
"76072",70,630,4,1,4,4,4,4,4,4,4,4,3,1,3,4,0,0,1,1,0,0
"76077",19,978,3,4,3,3,4,3,4,4,4,3,5,5,5,4,0,0,1,1,0,0
"76079",34,628,3,5,3,2,2,3,2,2,5,3,4,5,4,2,0,8,1,1,0,0
"76082",48,1192,2,1,2,1,1,1,2,5,5,2,3,1,5,3,0,0,0,1,1,0
"76084",67,1592,2,4,2,4,1,2,1,1,4,5,5,4,5,1,4,0,1,1,1,0
"76091",12,508,1,4,1,2,4,1,4,4,5,4,5,3,4,4,0,0,1,1,0,0
"76094",36,907,2,4,1,1,2,1,2,2,5,4,4,3,5,2,0,0,1,1,0,0
"76101",67,353,3,3,3,1,1,4,3,1,1,3,1,5,1,3,0,0,0,1,0,0
"76102",37,762,4,5,4,2,2,4,2,2,5,2,4,4,4,2,0,0,0,1,0,1
"76107",28,1028,3,4,3,1,5,3,3,5,2,1,4,2,1,5,4,0,1,1,0,0
"76109",10,280,3,4,3,3,1,3,1,1,4,5,4,5,5,1,0,0,0,1,0,0
"76111",37,930,5,3,5,3,2,5,2,2,1,3,3,4,2,2,0,0,0,1,0,1
"76112",45,998,1,5,1,3,4,1,4,4,5,2,4,3,5,4,13,7,1,1,1,0
"76118",59,102,4,4,4,4,5,4,5,3,3,4,3,4,3,4,0,0,0,1,0,1
"76119",69,862,4,5,4,2,4,4,1,4,1,5,1,2,1,4,0,0,1,1,1,0
"76120",34,403,2,1,2,4,4,2,4,4,1,5,4,4,3,4,0,0,1,1,0,0
"76126",21,214,2,5,2,1,1,2,1,1,3,3,5,3,5,1,0,0,1,1,2,0
"76129",47,1733,2,4,2,5,4,2,4,4,5,4,5,4,5,4,11,5,1,1,0,0
"76137",54,2860,1,2,1,3,1,4,4,3,2,3,3,4,3,4,0,3,1,1,0,0
"76156",64,588,1,5,1,3,5,4,4,3,3,1,3,4,3,5,0,0,0,1,0,0
"76160",13,944,2,1,2,4,1,2,1,1,4,3,4,2,3,1,0,0,0,1,1,0
"76177",37,446,4,4,4,2,3,4,3,3,3,3,5,5,4,3,7,2,0,1,1,0
"76192",53,1399,3,5,3,1,5,3,5,5,2,4,2,1,4,5,0,0,1,1,0,0
"76206",13,861,4,3,4,4,5,4,1,5,2,3,2,4,2,5,0,0,0,1,2,0
"76208",41,957,3,5,3,4,3,3,3,3,3,3,5,5,5,3,0,0,0,1,0,0
"76210",38,557,4,2,4,4,3,4,1,3,4,3,4,3,3,3,0,0,0,1,0,0
"76211",48,187,4,2,4,4,2,4,3,4,4,4,4,1,4,3,0,0,0,1,0,1
"76212",8,2419,3,5,3,3,5,3,5,5,3,2,5,4,5,5,0,0,0,1,0,0
"76215",10,1900,5,4,5,2,2,4,4,2,5,4,5,3,5,2,0,0,0,1,0,1
"76219",40,861,2,4,2,1,4,2,4,4,3,2,5,4,4,4,0,0,0,1,0,0
"76223",46,2611,2,5,3,2,3,4,4,1,4,5,1,4,5,4,1,0,1,1,0,0
"76226",45,533,4,4,4,3,3,3,4,2,2,4,2,1,2,1,0,0,0,1,0,0
"76227",29,1142,4,3,4,4,3,4,1,3,1,4,2,1,3,3,0,0,1,1,0,1
"76230",66,1788,2,4,1,1,4,1,4,4,3,5,3,3,5,4,0,0,1,1,0,0
"76233",31,386,2,4,2,3,5,2,5,5,5,4,5,4,5,5,2,2,0,1,0,0
"76234",51,255,3,4,3,4,4,4,4,5,5,3,5,4,5,2,0,0,0,1,0,0
"76235",31,255,3,3,3,2,3,3,3,3,1,3,1,3,3,3,0,0,0,1,0,0
"76241",42,1400,3,4,3,5,3,5,4,5,5,3,5,5,5,3,1,0,0,1,0,0
"76247",23,954,4,4,5,1,2,5,2,2,1,3,5,2,3,2,1,3,1,1,0,0
"76248",30,651,2,5,3,4,2,3,5,2,5,2,5,3,4,2,0,0,1,1,2,0
"76249",8,867,2,5,2,4,1,2,1,1,4,5,1,5,1,1,0,8,1,1,0,0
"76251",22,1400,3,2,3,3,4,3,4,4,4,4,3,3,4,4,0,0,0,1,0,0
"76260",57,879,2,5,2,1,3,3,4,3,3,2,3,3,3,4,0,1,0,1,0,0
"76263",70,337,2,5,2,3,2,2,2,2,4,2,4,3,4,2,8,5,1,1,0,0
"76264",26,868,3,3,3,3,3,3,3,3,4,2,2,5,5,3,0,6,1,1,2,0
"76270",7,162,3,5,3,3,4,3,4,4,3,2,4,4,5,4,0,0,1,1,0,0
"76272",66,250,1,5,1,1,2,1,2,2,5,3,5,5,4,2,0,0,1,1,0,0
"76274",66,201,2,2,2,2,5,2,2,1,1,2,1,4,1,3,0,0,1,1,2,0
"76280",25,224,4,5,4,4,2,4,2,2,4,3,2,4,1,2,0,3,1,1,0,1
"76281",22,813,4,4,4,4,4,4,4,4,5,3,2,5,1,4,15,12,0,1,0,0
"76292",60,1119,2,2,2,3,2,4,3,3,3,2,3,3,3,3,19,0,0,1,2,0
"76293",52,296,4,4,4,4,2,4,4,1,1,4,1,3,1,5,0,0,0,1,0,0
"76297",22,530,1,4,5,1,3,5,5,3,4,5,4,3,4,3,0,0,1,1,0,0
"76301",55,547,2,1,2,2,2,1,1,1,1,2,1,4,1,4,0,0,0,1,0,0
"76302",16,500,1,5,1,3,3,1,3,3,3,3,4,5,4,3,0,8,0,1,0,0
"76306",30,580,3,3,3,4,2,3,2,2,1,3,4,1,3,2,1,0,0,1,0,0
"76310",56,691,2,5,2,2,3,2,3,3,5,4,5,4,5,3,5,0,1,1,0,0
"76312",41,1142,3,1,3,3,5,4,3,2,2,3,4,2,2,4,0,0,0,1,2,0
"76314",27,438,3,2,3,2,3,3,3,3,4,3,2,4,2,3,2,0,0,1,0,0
"76317",35,919,3,4,3,1,2,3,2,2,4,5,4,5,5,2,1,0,1,1,0,0
"76320",33,363,3,3,3,2,2,3,2,2,3,1,4,1,1,2,2,3,1,1,0,0
"76337",8,229,2,4,2,2,4,2,4,4,5,3,4,5,5,4,14,5,0,1,2,0
"76350",21,100,3,5,3,3,1,3,1,1,3,2,5,3,4,1,0,5,1,1,0,0
"76355",26,955,4,4,4,5,5,4,5,5,5,3,4,5,4,5,0,0,1,1,0,0
"76358",28,882,1,1,1,2,1,1,1,1,1,5,2,4,1,1,0,0,0,1,0,0
"76360",10,480,1,2,1,2,1,1,1,1,1,5,1,2,1,1,0,0,0,1,0,0
"76364",48,626,5,5,5,1,2,5,4,1,1,5,1,5,1,4,0,0,0,1,0,1
"76393",47,631,3,4,3,1,5,3,5,5,3,3,4,5,4,5,0,0,1,1,0,0
"76395",28,292,2,5,2,3,2,2,2,2,5,2,5,5,4,2,0,0,1,1,0,0
"76397",26,581,2,5,2,5,3,2,3,3,2,2,3,2,1,3,2,3,0,1,0,0
"76402",64,302,2,4,2,4,2,2,2,2,4,4,4,5,4,2,4,12,1,1,0,0
"76408",53,223,4,4,4,3,5,4,5,5,1,2,4,2,4,5,0,3,1,1,0,0
"76409",54,1846,1,3,2,4,3,2,3,3,4,5,4,2,4,3,27,4,1,1,0,0
"76412",16,895,1,3,1,1,3,1,3,3,4,5,1,1,5,3,17,0,1,1,1,0
"76413",8,364,3,4,3,4,5,3,2,5,2,1,3,4,4,5,0,0,1,1,0,0
"76419",67,460,2,5,2,2,3,4,4,1,1,2,1,4,1,5,0,0,0,1,0,0
"76423",50,397,5,4,5,4,3,5,3,3,3,5,5,5,4,3,0,0,1,1,1,1
"76424",31,468,4,4,1,4,3,1,3,3,5,5,5,2,2,3,0,11,1,1,0,0
"76427",58,545,1,4,1,3,2,1,2,2,2,5,4,1,5,2,0,0,1,1,0,0
"76431",45,484,3,5,3,4,3,5,5,4,4,3,5,4,4,4,0,0,0,1,1,0
"76440",31,451,1,2,1,4,1,1,1,1,2,1,4,4,4,1,0,5,0,1,0,0
"76457",48,589,4,4,4,2,5,4,5,4,4,4,4,3,4,4,0,0,0,1,1,1
"76471",26,200,2,2,2,3,2,2,2,2,2,2,3,1,3,2,0,0,1,1,0,0
"76473",48,631,4,5,4,4,5,4,5,5,3,4,4,4,4,5,12,7,1,1,0,0
"76488",18,671,3,2,3,2,3,3,3,3,3,1,1,3,2,3,0,0,1,1,0,0
"76494",35,925,3,4,3,2,3,3,3,3,3,4,4,3,4,3,2,0,1,1,0,0
"76496",23,909,4,5,4,2,4,4,4,4,5,4,3,2,4,4,1,0,1,1,0,0
"76501",21,294,2,5,2,3,1,2,1,1,4,2,4,3,4,1,0,0,1,1,0,0
"76510",30,160,2,4,2,1,4,2,4,4,4,5,4,3,5,4,0,0,1,1,1,0
"76513",51,1504,2,4,2,2,4,3,4,5,5,2,5,4,5,4,0,0,0,1,0,0
"76519",31,1751,2,1,2,3,2,2,2,2,3,3,4,1,3,2,9,7,0,1,1,0
"76532",69,859,2,3,2,3,1,2,1,1,3,4,1,2,4,1,5,6,1,1,0,0
"76537",38,1008,3,2,3,3,5,3,5,5,3,3,3,3,2,5,0,0,1,1,0,0
"76541",56,937,1,5,1,2,3,1,3,3,5,5,5,4,5,3,7,6,1,1,0,0
"76545",44,371,2,2,2,3,4,2,1,4,2,1,4,1,3,4,1,0,1,1,0,0
"76546",35,1197,3,4,3,2,4,3,4,4,5,3,2,3,5,4,0,0,0,1,0,0
"76549",27,632,2,1,2,3,1,2,1,1,2,5,2,3,3,1,0,0,1,1,0,0
"76563",27,907,2,3,3,1,3,3,3,3,3,2,4,1,1,3,0,9,0,1,0,0
"76564",29,1440,3,5,3,3,5,3,5,5,3,3,4,4,5,5,0,0,0,1,0,0
"76570",13,277,3,3,3,3,5,3,5,5,2,3,4,2,1,5,9,9,0,1,0,0
"76572",61,349,2,2,1,3,1,1,1,1,4,2,3,3,3,1,0,0,1,1,0,0
"76574",67,573,3,5,3,2,5,5,4,3,3,3,3,3,3,3,7,3,0,1,0,0
"76578",44,587,4,4,4,4,4,5,5,3,3,4,3,4,3,5,1,0,0,1,0,1
"76580",14,869,2,5,2,2,1,2,1,1,5,2,1,1,1,1,12,0,1,1,0,0
"76586",65,651,4,3,4,3,1,4,1,1,1,1,3,4,4,1,0,0,1,1,0,1
"76590",16,515,3,4,3,4,4,3,1,4,3,5,4,5,5,4,15,12,1,1,0,0
"76597",67,502,4,4,4,3,5,4,5,5,4,3,5,5,4,5,0,0,1,1,0,0
"76602",37,366,2,1,2,2,1,2,1,1,4,5,3,2,2,1,0,0,0,1,0,0
"76603",9,2475,3,2,4,4,4,4,2,4,3,3,3,2,4,2,0,0,0,1,1,0
